DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,DNA SOURCE,GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,PHENOTYPE (required for EGA),Developmental stage,Cell Type,Immunoprecipitate,Organism part,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples)
DN600642A,F11,5953STDY8613328,,,,,,,,,,,,,,,,,,,,,5953STDY8613328
DN600642A,G11,5953STDY8613329,,,,,,,,,,,,,,,,,,,,,5953STDY8613329
DN600642A,H11,5953STDY8613330,,,,,,,,,,,,,,,,,,,,,5953STDY8613330
DN600642A,A12,5953STDY8613331,,,,,,,,,,,,,,,,,,,,,5953STDY8613331
DN600642A,B12,5953STDY8613332,,,,,,,,,,,,,,,,,,,,,5953STDY8613332
DN600642A,C12,5953STDY8613333,,,,,,,,,,,,,,,,,,,,,5953STDY8613333
DN600642A,D12,5953STDY8613334,,,,,,,,,,,,,,,,,,,,,5953STDY8613334
DN600642A,E12,5953STDY8613335,,,,,,,,,,,,,,,,,,,,,5953STDY8613335
DN600642A,F12,5953STDY8613336,,,,,,,,,,,,,,,,,,,,,5953STDY8613336
DN600642A,G12,5953STDY8613337,,,,,,,,,,,,,,,,,,,,,5953STDY8613337
DN600642A,H12,5953STDY8613338,,,,,,,,,,,,,,,,,,,,,5953STDY8613338
DN600643B,A1,5953STDY8613339,HB45_3_V10_BRA_SC_1,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613339
DN600643B,B1,5953STDY8613340,HB45_3_V10_BRA_SC_2,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613340
DN600643B,C1,5953STDY8613341,HB45_3_V10_BRA_SC_3,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613341
DN600643B,D1,5953STDY8613342,HB45_3_V10_BRA_SC_4,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613342
DN600643B,E1,5953STDY8613343,HB45_3_V10_BRA_SC_5,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613343
DN600643B,F1,5953STDY8613344,HB45_3_V10_BRA_SC_6,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613344
DN600643B,G1,5953STDY8613345,HB45_3_V10_BRA_SC_7,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613345
DN600643B,H1,5953STDY8613346,HB45_3_V10_BRA_SC_8,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613346
DN600643B,A2,5953STDY8613347,HB45_3_V10_BRA_SC_9,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613347
DN600643B,B2,5953STDY8613348,HB45_3_V10_BRA_SC_10,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613348
DN600643B,C2,5953STDY8613349,HB45_3_V10_BRA_SC_11,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613349
DN600643B,D2,5953STDY8613350,HB45_3_V10_BRA_SC_12,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613350
DN600643B,E2,5953STDY8613351,HB45_3_V10_BRA_SC_13,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613351
DN600643B,F2,5953STDY8613352,HB45_3_V10_BRA_SC_14,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613352
DN600643B,G2,5953STDY8613353,HB45_3_V10_BRA_SC_15,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613353
DN600643B,H2,5953STDY8613354,HB45_3_V10_BRA_SC_16,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613354
DN600643B,A3,5953STDY8613355,HB45_3_V10_BRA_SC_17,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613355
DN600643B,B3,5953STDY8613356,HB45_3_V10_BRA_SC_18,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613356
DN600643B,C3,5953STDY8613357,HB45_3_V10_BRA_SC_19,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613357
DN600643B,D3,5953STDY8613358,HB45_3_V10_BRA_SC_20,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613358
DN600643B,E3,5953STDY8613359,HB45_3_V10_BRA_SC_21,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613359
DN600643B,F3,5953STDY8613360,HB45_3_V10_BRA_SC_22,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613360
DN600643B,G3,5953STDY8613361,HB45_3_V10_BRA_SC_23,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613361
DN600643B,H3,5953STDY8613362,HB45_3_V10_BRA_SC_24,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613362
DN600643B,A4,5953STDY8613363,HB45_3_V10_BRA_SC_25,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613363
DN600643B,B4,5953STDY8613364,HB45_3_V10_BRA_SC_26,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613364
DN600643B,C4,5953STDY8613365,HB45_3_V10_BRA_SC_27,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613365
DN600643B,D4,5953STDY8613366,HB45_3_V10_BRA_SC_28,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613366
DN600643B,E4,5953STDY8613367,HB45_3_V10_BRA_SC_29,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613367
DN600643B,F4,5953STDY8613368,HB45_3_V10_BRA_SC_30,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613368
DN600643B,G4,5953STDY8613369,HB45_3_V10_BRA_SC_31,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613369
DN600643B,H4,5953STDY8613370,HB45_3_V10_BRA_SC_32,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613370
DN600643B,A5,5953STDY8613371,HB45_3_V10_BRA_SC_33,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613371
DN600643B,B5,5953STDY8613372,HB45_3_V10_BRA_SC_34,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613372
DN600643B,C5,5953STDY8613373,HB45_3_V10_BRA_SC_35,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613373
DN600643B,D5,5953STDY8613374,HB45_3_V10_BRA_SC_36,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613374
DN600643B,E5,5953STDY8613375,HB45_3_V10_BRA_SC_37,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613375
DN600643B,F5,5953STDY8613376,HB45_3_V10_BRA_SC_38,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613376
DN600643B,G5,5953STDY8613377,HB45_3_V10_BRA_SC_39,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613377
DN600643B,H5,5953STDY8613378,HB45_3_V10_BRA_SC_40,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613378
DN600643B,A6,5953STDY8613379,HB45_3_V10_BRA_SC_41,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613379
DN600643B,B6,5953STDY8613380,HB45_3_V10_BRA_SC_42,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613380
DN600643B,C6,5953STDY8613381,HB45_3_V10_BRA_SC_43,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613381
DN600643B,D6,5953STDY8613382,HB45_3_V10_BRA_SC_44,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613382
DN600643B,E6,5953STDY8613383,HB45_3_V10_BRA_SC_45,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613383
DN600643B,F6,5953STDY8613384,HB45_3_V10_BRA_SC_46,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613384
DN600643B,G6,5953STDY8613385,HB45_3_V10_BRA_SC_47,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613385
DN600643B,H6,5953STDY8613386,HB45_3_V10_BRA_SC_48,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613386
DN600643B,A7,5953STDY8613387,HB45_3_V10_BRA_SC_49,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613387
DN600643B,B7,5953STDY8613388,HB45_3_V10_BRA_SC_50,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613388
DN600643B,C7,5953STDY8613389,HB45_3_V10_BRA_SC_51,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613389
DN600643B,D7,5953STDY8613390,HB45_3_V10_BRA_SC_52,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613390
DN600643B,E7,5953STDY8613391,HB45_3_V10_BRA_SC_53,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613391
DN600643B,F7,5953STDY8613392,HB45_3_V10_BRA_SC_54,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613392
DN600643B,G7,5953STDY8613393,HB45_3_V10_BRA_SC_55,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613393
DN600643B,H7,5953STDY8613394,HB45_3_V10_BRA_SC_56,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613394
DN600643B,A8,5953STDY8613395,HB45_3_V10_BRA_SC_57,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613395
DN600643B,B8,5953STDY8613396,HB45_3_V10_BRA_SC_58,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613396
DN600643B,C8,5953STDY8613397,HB45_3_V10_BRA_SC_59,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613397
DN600643B,D8,5953STDY8613398,HB45_3_V10_BRA_SC_60,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613398
DN600643B,E8,5953STDY8613399,HB45_3_V10_BRA_SC_61,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613399
DN600643B,F8,5953STDY8613400,HB45_3_V10_BRA_SC_62,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613400
DN600643B,G8,5953STDY8613401,HB45_3_V10_BRA_SC_63,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613401
DN600643B,H8,5953STDY8613402,HB45_3_V10_BRA_SC_64,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613402
DN600643B,A9,5953STDY8613403,HB45_3_V10_BRA_SC_65,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613403
DN600643B,B9,5953STDY8613404,HB45_3_V10_BRA_SC_66,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613404
DN600643B,C9,5953STDY8613405,HB45_3_V10_BRA_SC_67,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613405
DN600643B,D9,5953STDY8613406,HB45_3_V10_BRA_SC_68,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613406
DN600643B,E9,5953STDY8613407,HB45_3_V10_BRA_SC_69,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613407
DN600643B,F9,5953STDY8613408,HB45_3_V10_BRA_SC_70,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613408
DN600643B,G9,5953STDY8613409,HB45_3_V10_BRA_SC_71,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613409
DN600643B,H9,5953STDY8613410,HB45_3_V10_BRA_SC_72,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613410
DN600643B,A10,5953STDY8613411,HB45_3_V10_BRA_SC_73,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613411
DN600643B,B10,5953STDY8613412,HB45_3_V10_BRA_SC_74,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613412
DN600643B,C10,5953STDY8613413,HB45_3_V10_BRA_SC_75,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613413
DN600643B,D10,5953STDY8613414,HB45_3_V10_BRA_SC_76,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613414
DN600643B,E10,5953STDY8613415,HB45_3_V10_BRA_SC_77,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613415
DN600643B,F10,5953STDY8613416,HB45_3_V10_BRA_SC_78,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613416
DN600643B,G10,5953STDY8613417,HB45_3_V10_BRA_SC_79,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613417
DN600643B,H10,5953STDY8613418,HB45_3_V10_BRA_SC_80,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613418
DN600643B,A11,5953STDY8613419,HB45_3_V10_BRA_SC_81,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613419
DN600643B,B11,5953STDY8613420,HB45_3_V10_BRA_SC_82,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613420
DN600643B,C11,5953STDY8613421,HB45_3_V10_BRA_SC_83,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613421
DN600643B,D11,5953STDY8613422,HB45_3_V10_BRA_SC_84,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613422
DN600643B,E11,5953STDY8613423,HB45_3_V10_BRA_SC_85,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613423
DN600643B,F11,5953STDY8613424,HB45_3_V10_BRA_SC_86,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613424
DN600643B,G11,5953STDY8613425,HB45_3_V10_BRA_SC_87,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613425
DN600643B,H11,5953STDY8613426,HB45_3_V10_BRA_SC_88,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613426
DN600643B,A12,5953STDY8613427,HB45_3_V10_BRA_SC_89,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613427
DN600643B,B12,5953STDY8613428,HB45_3_V10_BRA_SC_90,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613428
DN600643B,C12,5953STDY8613429,HB45_3_V10_BRA_SC_91,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613429
DN600643B,D12,5953STDY8613430,HB45_3_V10_BRA_SC_92,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613430
DN600643B,E12,5953STDY8613431,HB45_3_V10_BRA_SC_93,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613431
DN600643B,F12,5953STDY8613432,HB45_3_V10_BRA_SC_94,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613432
DN600643B,G12,5953STDY8613433,HB45_3_V10_BRA_SC_95,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613433
DN600643B,H12,5953STDY8613434,HB45_3_V10_BRA_SC_96,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613434
DN600644C,A1,5953STDY8613435,,,,,,,,,,,,,,,,,,,,,5953STDY8613435
DN600644C,B1,5953STDY8613436,,,,,,,,,,,,,,,,,,,,,5953STDY8613436
DN600644C,C1,5953STDY8613437,,,,,,,,,,,,,,,,,,,,,5953STDY8613437
DN600644C,D1,5953STDY8613438,,,,,,,,,,,,,,,,,,,,,5953STDY8613438
DN600644C,E1,5953STDY8613439,,,,,,,,,,,,,,,,,,,,,5953STDY8613439
DN600644C,F1,5953STDY8613440,,,,,,,,,,,,,,,,,,,,,5953STDY8613440
DN600644C,G1,5953STDY8613441,,,,,,,,,,,,,,,,,,,,,5953STDY8613441
DN600644C,H1,5953STDY8613442,,,,,,,,,,,,,,,,,,,,,5953STDY8613442
DN600644C,A2,5953STDY8613443,,,,,,,,,,,,,,,,,,,,,5953STDY8613443
DN600644C,B2,5953STDY8613444,,,,,,,,,,,,,,,,,,,,,5953STDY8613444
DN600644C,C2,5953STDY8613445,,,,,,,,,,,,,,,,,,,,,5953STDY8613445
DN600644C,D2,5953STDY8613446,,,,,,,,,,,,,,,,,,,,,5953STDY8613446
DN600644C,E2,5953STDY8613447,,,,,,,,,,,,,,,,,,,,,5953STDY8613447
DN600644C,F2,5953STDY8613448,,,,,,,,,,,,,,,,,,,,,5953STDY8613448
DN600644C,G2,5953STDY8613449,,,,,,,,,,,,,,,,,,,,,5953STDY8613449
DN600644C,H2,5953STDY8613450,,,,,,,,,,,,,,,,,,,,,5953STDY8613450
DN600644C,A3,5953STDY8613451,,,,,,,,,,,,,,,,,,,,,5953STDY8613451
DN600644C,B3,5953STDY8613452,,,,,,,,,,,,,,,,,,,,,5953STDY8613452
DN600644C,C3,5953STDY8613453,,,,,,,,,,,,,,,,,,,,,5953STDY8613453
DN600644C,D3,5953STDY8613454,,,,,,,,,,,,,,,,,,,,,5953STDY8613454
DN600644C,E3,5953STDY8613455,,,,,,,,,,,,,,,,,,,,,5953STDY8613455
DN600644C,F3,5953STDY8613456,,,,,,,,,,,,,,,,,,,,,5953STDY8613456
DN600644C,G3,5953STDY8613457,,,,,,,,,,,,,,,,,,,,,5953STDY8613457
DN600644C,H3,5953STDY8613458,,,,,,,,,,,,,,,,,,,,,5953STDY8613458
DN600644C,A4,5953STDY8613459,,,,,,,,,,,,,,,,,,,,,5953STDY8613459
DN600644C,B4,5953STDY8613460,,,,,,,,,,,,,,,,,,,,,5953STDY8613460
DN600644C,C4,5953STDY8613461,,,,,,,,,,,,,,,,,,,,,5953STDY8613461
DN600644C,D4,5953STDY8613462,,,,,,,,,,,,,,,,,,,,,5953STDY8613462
DN600644C,E4,5953STDY8613463,,,,,,,,,,,,,,,,,,,,,5953STDY8613463
DN600644C,F4,5953STDY8613464,,,,,,,,,,,,,,,,,,,,,5953STDY8613464
DN600644C,G4,5953STDY8613465,,,,,,,,,,,,,,,,,,,,,5953STDY8613465
DN600644C,H4,5953STDY8613466,,,,,,,,,,,,,,,,,,,,,5953STDY8613466
DN600644C,A5,5953STDY8613467,,,,,,,,,,,,,,,,,,,,,5953STDY8613467
DN600644C,B5,5953STDY8613468,,,,,,,,,,,,,,,,,,,,,5953STDY8613468
DN600644C,C5,5953STDY8613469,,,,,,,,,,,,,,,,,,,,,5953STDY8613469
DN600644C,D5,5953STDY8613470,,,,,,,,,,,,,,,,,,,,,5953STDY8613470
DN600644C,E5,5953STDY8613471,,,,,,,,,,,,,,,,,,,,,5953STDY8613471
DN600644C,F5,5953STDY8613472,,,,,,,,,,,,,,,,,,,,,5953STDY8613472
DN600644C,G5,5953STDY8613473,,,,,,,,,,,,,,,,,,,,,5953STDY8613473
DN600644C,H5,5953STDY8613474,,,,,,,,,,,,,,,,,,,,,5953STDY8613474
DN600644C,A6,5953STDY8613475,,,,,,,,,,,,,,,,,,,,,5953STDY8613475
DN600644C,B6,5953STDY8613476,,,,,,,,,,,,,,,,,,,,,5953STDY8613476
DN600644C,C6,5953STDY8613477,,,,,,,,,,,,,,,,,,,,,5953STDY8613477
DN600644C,D6,5953STDY8613478,,,,,,,,,,,,,,,,,,,,,5953STDY8613478
DN600644C,E6,5953STDY8613479,,,,,,,,,,,,,,,,,,,,,5953STDY8613479
DN600644C,F6,5953STDY8613480,,,,,,,,,,,,,,,,,,,,,5953STDY8613480
DN600644C,G6,5953STDY8613481,,,,,,,,,,,,,,,,,,,,,5953STDY8613481
DN600644C,H6,5953STDY8613482,,,,,,,,,,,,,,,,,,,,,5953STDY8613482
DN600644C,A7,5953STDY8613483,,,,,,,,,,,,,,,,,,,,,5953STDY8613483
DN600644C,B7,5953STDY8613484,,,,,,,,,,,,,,,,,,,,,5953STDY8613484
DN600644C,C7,5953STDY8613485,,,,,,,,,,,,,,,,,,,,,5953STDY8613485
DN600644C,D7,5953STDY8613486,,,,,,,,,,,,,,,,,,,,,5953STDY8613486
DN600644C,E7,5953STDY8613487,,,,,,,,,,,,,,,,,,,,,5953STDY8613487
DN600644C,F7,5953STDY8613488,,,,,,,,,,,,,,,,,,,,,5953STDY8613488
DN600644C,G7,5953STDY8613489,,,,,,,,,,,,,,,,,,,,,5953STDY8613489
DN600644C,H7,5953STDY8613490,,,,,,,,,,,,,,,,,,,,,5953STDY8613490
DN600644C,A8,5953STDY8613491,,,,,,,,,,,,,,,,,,,,,5953STDY8613491
DN600644C,B8,5953STDY8613492,,,,,,,,,,,,,,,,,,,,,5953STDY8613492
DN600644C,C8,5953STDY8613493,,,,,,,,,,,,,,,,,,,,,5953STDY8613493
DN600644C,D8,5953STDY8613494,,,,,,,,,,,,,,,,,,,,,5953STDY8613494
DN600644C,E8,5953STDY8613495,,,,,,,,,,,,,,,,,,,,,5953STDY8613495
DN600644C,F8,5953STDY8613496,,,,,,,,,,,,,,,,,,,,,5953STDY8613496
DN600644C,G8,5953STDY8613497,,,,,,,,,,,,,,,,,,,,,5953STDY8613497
DN600644C,H8,5953STDY8613498,,,,,,,,,,,,,,,,,,,,,5953STDY8613498
DN600644C,A9,5953STDY8613499,,,,,,,,,,,,,,,,,,,,,5953STDY8613499
DN600644C,B9,5953STDY8613500,,,,,,,,,,,,,,,,,,,,,5953STDY8613500
DN600644C,C9,5953STDY8613501,,,,,,,,,,,,,,,,,,,,,5953STDY8613501
DN600644C,D9,5953STDY8613502,,,,,,,,,,,,,,,,,,,,,5953STDY8613502
DN600644C,E9,5953STDY8613503,,,,,,,,,,,,,,,,,,,,,5953STDY8613503
DN600644C,F9,5953STDY8613504,,,,,,,,,,,,,,,,,,,,,5953STDY8613504
DN600644C,G9,5953STDY8613505,,,,,,,,,,,,,,,,,,,,,5953STDY8613505
DN600644C,H9,5953STDY8613506,,,,,,,,,,,,,,,,,,,,,5953STDY8613506
DN600644C,A10,5953STDY8613507,,,,,,,,,,,,,,,,,,,,,5953STDY8613507
DN600644C,B10,5953STDY8613508,,,,,,,,,,,,,,,,,,,,,5953STDY8613508
DN600644C,C10,5953STDY8613509,,,,,,,,,,,,,,,,,,,,,5953STDY8613509
DN600644C,D10,5953STDY8613510,,,,,,,,,,,,,,,,,,,,,5953STDY8613510
DN600644C,E10,5953STDY8613511,,,,,,,,,,,,,,,,,,,,,5953STDY8613511
DN600644C,F10,5953STDY8613512,,,,,,,,,,,,,,,,,,,,,5953STDY8613512
DN600644C,G10,5953STDY8613513,,,,,,,,,,,,,,,,,,,,,5953STDY8613513
DN600644C,H10,5953STDY8613514,,,,,,,,,,,,,,,,,,,,,5953STDY8613514
DN600644C,A11,5953STDY8613515,,,,,,,,,,,,,,,,,,,,,5953STDY8613515
DN600644C,B11,5953STDY8613516,,,,,,,,,,,,,,,,,,,,,5953STDY8613516
DN600644C,C11,5953STDY8613517,,,,,,,,,,,,,,,,,,,,,5953STDY8613517
DN600644C,D11,5953STDY8613518,,,,,,,,,,,,,,,,,,,,,5953STDY8613518
DN600644C,E11,5953STDY8613519,,,,,,,,,,,,,,,,,,,,,5953STDY8613519
DN600644C,F11,5953STDY8613520,,,,,,,,,,,,,,,,,,,,,5953STDY8613520
DN600644C,G11,5953STDY8613521,,,,,,,,,,,,,,,,,,,,,5953STDY8613521
DN600644C,H11,5953STDY8613522,,,,,,,,,,,,,,,,,,,,,5953STDY8613522
DN600644C,A12,5953STDY8613523,,,,,,,,,,,,,,,,,,,,,5953STDY8613523
DN600644C,B12,5953STDY8613524,,,,,,,,,,,,,,,,,,,,,5953STDY8613524
DN600644C,C12,5953STDY8613525,,,,,,,,,,,,,,,,,,,,,5953STDY8613525
DN600644C,D12,5953STDY8613526,,,,,,,,,,,,,,,,,,,,,5953STDY8613526
DN600644C,E12,5953STDY8613527,,,,,,,,,,,,,,,,,,,,,5953STDY8613527
DN600644C,F12,5953STDY8613528,,,,,,,,,,,,,,,,,,,,,5953STDY8613528
DN600644C,G12,5953STDY8613529,,,,,,,,,,,,,,,,,,,,,5953STDY8613529
DN600644C,H12,5953STDY8613530,,,,,,,,,,,,,,,,,,,,,5953STDY8613530
DN600645D,A1,5953STDY8613531,,,,,,,,,,,,,,,,,,,,,5953STDY8613531
DN600645D,B1,5953STDY8613532,,,,,,,,,,,,,,,,,,,,,5953STDY8613532
DN600645D,C1,5953STDY8613533,,,,,,,,,,,,,,,,,,,,,5953STDY8613533
DN600645D,D1,5953STDY8613534,,,,,,,,,,,,,,,,,,,,,5953STDY8613534
DN600645D,E1,5953STDY8613535,,,,,,,,,,,,,,,,,,,,,5953STDY8613535
DN600645D,F1,5953STDY8613536,,,,,,,,,,,,,,,,,,,,,5953STDY8613536
DN600645D,G1,5953STDY8613537,,,,,,,,,,,,,,,,,,,,,5953STDY8613537
DN600645D,H1,5953STDY8613538,,,,,,,,,,,,,,,,,,,,,5953STDY8613538
DN600645D,A2,5953STDY8613539,,,,,,,,,,,,,,,,,,,,,5953STDY8613539
DN600645D,B2,5953STDY8613540,,,,,,,,,,,,,,,,,,,,,5953STDY8613540
DN600645D,C2,5953STDY8613541,,,,,,,,,,,,,,,,,,,,,5953STDY8613541
DN600645D,D2,5953STDY8613542,,,,,,,,,,,,,,,,,,,,,5953STDY8613542
DN600645D,E2,5953STDY8613543,,,,,,,,,,,,,,,,,,,,,5953STDY8613543
DN600645D,F2,5953STDY8613544,,,,,,,,,,,,,,,,,,,,,5953STDY8613544
DN600645D,G2,5953STDY8613545,,,,,,,,,,,,,,,,,,,,,5953STDY8613545
DN600645D,H2,5953STDY8613546,,,,,,,,,,,,,,,,,,,,,5953STDY8613546
DN600645D,A3,5953STDY8613547,,,,,,,,,,,,,,,,,,,,,5953STDY8613547
DN600645D,B3,5953STDY8613548,,,,,,,,,,,,,,,,,,,,,5953STDY8613548
DN600645D,C3,5953STDY8613549,,,,,,,,,,,,,,,,,,,,,5953STDY8613549
DN600645D,D3,5953STDY8613550,,,,,,,,,,,,,,,,,,,,,5953STDY8613550
DN600645D,E3,5953STDY8613551,,,,,,,,,,,,,,,,,,,,,5953STDY8613551
