DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,DNA SOURCE,GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,PHENOTYPE (required for EGA),Developmental stage,Cell Type,Immunoprecipitate,Organism part,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples)
DN600640V,F7,5953STDY8613104,,,,,,,,,,,,,,,,,,,,,5953STDY8613104
DN600640V,G7,5953STDY8613105,,,,,,,,,,,,,,,,,,,,,5953STDY8613105
DN600640V,H7,5953STDY8613106,,,,,,,,,,,,,,,,,,,,,5953STDY8613106
DN600640V,A8,5953STDY8613107,,,,,,,,,,,,,,,,,,,,,5953STDY8613107
DN600640V,B8,5953STDY8613108,,,,,,,,,,,,,,,,,,,,,5953STDY8613108
DN600640V,C8,5953STDY8613109,,,,,,,,,,,,,,,,,,,,,5953STDY8613109
DN600640V,D8,5953STDY8613110,,,,,,,,,,,,,,,,,,,,,5953STDY8613110
DN600640V,E8,5953STDY8613111,,,,,,,,,,,,,,,,,,,,,5953STDY8613111
DN600640V,F8,5953STDY8613112,,,,,,,,,,,,,,,,,,,,,5953STDY8613112
DN600640V,G8,5953STDY8613113,,,,,,,,,,,,,,,,,,,,,5953STDY8613113
DN600640V,H8,5953STDY8613114,,,,,,,,,,,,,,,,,,,,,5953STDY8613114
DN600640V,A9,5953STDY8613115,,,,,,,,,,,,,,,,,,,,,5953STDY8613115
DN600640V,B9,5953STDY8613116,,,,,,,,,,,,,,,,,,,,,5953STDY8613116
DN600640V,C9,5953STDY8613117,,,,,,,,,,,,,,,,,,,,,5953STDY8613117
DN600640V,D9,5953STDY8613118,,,,,,,,,,,,,,,,,,,,,5953STDY8613118
DN600640V,E9,5953STDY8613119,,,,,,,,,,,,,,,,,,,,,5953STDY8613119
DN600640V,F9,5953STDY8613120,,,,,,,,,,,,,,,,,,,,,5953STDY8613120
DN600640V,G9,5953STDY8613121,,,,,,,,,,,,,,,,,,,,,5953STDY8613121
DN600640V,H9,5953STDY8613122,,,,,,,,,,,,,,,,,,,,,5953STDY8613122
DN600640V,A10,5953STDY8613123,,,,,,,,,,,,,,,,,,,,,5953STDY8613123
DN600640V,B10,5953STDY8613124,,,,,,,,,,,,,,,,,,,,,5953STDY8613124
DN600640V,C10,5953STDY8613125,,,,,,,,,,,,,,,,,,,,,5953STDY8613125
DN600640V,D10,5953STDY8613126,,,,,,,,,,,,,,,,,,,,,5953STDY8613126
DN600640V,E10,5953STDY8613127,,,,,,,,,,,,,,,,,,,,,5953STDY8613127
DN600640V,F10,5953STDY8613128,,,,,,,,,,,,,,,,,,,,,5953STDY8613128
DN600640V,G10,5953STDY8613129,,,,,,,,,,,,,,,,,,,,,5953STDY8613129
DN600640V,H10,5953STDY8613130,,,,,,,,,,,,,,,,,,,,,5953STDY8613130
DN600640V,A11,5953STDY8613131,,,,,,,,,,,,,,,,,,,,,5953STDY8613131
DN600640V,B11,5953STDY8613132,,,,,,,,,,,,,,,,,,,,,5953STDY8613132
DN600640V,C11,5953STDY8613133,,,,,,,,,,,,,,,,,,,,,5953STDY8613133
DN600640V,D11,5953STDY8613134,,,,,,,,,,,,,,,,,,,,,5953STDY8613134
DN600640V,E11,5953STDY8613135,,,,,,,,,,,,,,,,,,,,,5953STDY8613135
DN600640V,F11,5953STDY8613136,,,,,,,,,,,,,,,,,,,,,5953STDY8613136
DN600640V,G11,5953STDY8613137,,,,,,,,,,,,,,,,,,,,,5953STDY8613137
DN600640V,H11,5953STDY8613138,,,,,,,,,,,,,,,,,,,,,5953STDY8613138
DN600640V,A12,5953STDY8613139,,,,,,,,,,,,,,,,,,,,,5953STDY8613139
DN600640V,B12,5953STDY8613140,,,,,,,,,,,,,,,,,,,,,5953STDY8613140
DN600640V,C12,5953STDY8613141,,,,,,,,,,,,,,,,,,,,,5953STDY8613141
DN600640V,D12,5953STDY8613142,,,,,,,,,,,,,,,,,,,,,5953STDY8613142
DN600640V,E12,5953STDY8613143,,,,,,,,,,,,,,,,,,,,,5953STDY8613143
DN600640V,F12,5953STDY8613144,,,,,,,,,,,,,,,,,,,,,5953STDY8613144
DN600640V,G12,5953STDY8613145,,,,,,,,,,,,,,,,,,,,,5953STDY8613145
DN600640V,H12,5953STDY8613146,,,,,,,,,,,,,,,,,,,,,5953STDY8613146
DN600641W,A1,5953STDY8613147,HB45_4_V10_BRA_SC_1,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613147
DN600641W,B1,5953STDY8613148,HB45_4_V10_BRA_SC_2,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613148
DN600641W,C1,5953STDY8613149,HB45_4_V10_BRA_SC_3,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613149
DN600641W,D1,5953STDY8613150,HB45_4_V10_BRA_SC_4,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613150
DN600641W,E1,5953STDY8613151,HB45_4_V10_BRA_SC_5,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613151
DN600641W,F1,5953STDY8613152,HB45_4_V10_BRA_SC_6,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613152
DN600641W,G1,5953STDY8613153,HB45_4_V10_BRA_SC_7,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613153
DN600641W,H1,5953STDY8613154,HB45_4_V10_BRA_SC_8,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613154
DN600641W,A2,5953STDY8613155,HB45_4_V10_BRA_SC_9,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613155
DN600641W,B2,5953STDY8613156,HB45_4_V10_BRA_SC_10,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613156
DN600641W,C2,5953STDY8613157,HB45_4_V10_BRA_SC_11,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613157
DN600641W,D2,5953STDY8613158,HB45_4_V10_BRA_SC_12,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613158
DN600641W,E2,5953STDY8613159,HB45_4_V10_BRA_SC_13,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613159
DN600641W,F2,5953STDY8613160,HB45_4_V10_BRA_SC_14,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613160
DN600641W,G2,5953STDY8613161,HB45_4_V10_BRA_SC_15,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613161
DN600641W,H2,5953STDY8613162,HB45_4_V10_BRA_SC_16,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613162
DN600641W,A3,5953STDY8613163,HB45_4_V10_BRA_SC_17,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613163
DN600641W,B3,5953STDY8613164,HB45_4_V10_BRA_SC_18,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613164
DN600641W,C3,5953STDY8613165,HB45_4_V10_BRA_SC_19,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613165
DN600641W,D3,5953STDY8613166,HB45_4_V10_BRA_SC_20,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613166
DN600641W,E3,5953STDY8613167,HB45_4_V10_BRA_SC_21,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613167
DN600641W,F3,5953STDY8613168,HB45_4_V10_BRA_SC_22,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613168
DN600641W,G3,5953STDY8613169,HB45_4_V10_BRA_SC_23,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613169
DN600641W,H3,5953STDY8613170,HB45_4_V10_BRA_SC_24,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613170
DN600641W,A4,5953STDY8613171,HB45_4_V10_BRA_SC_25,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613171
DN600641W,B4,5953STDY8613172,HB45_4_V10_BRA_SC_26,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613172
DN600641W,C4,5953STDY8613173,HB45_4_V10_BRA_SC_27,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613173
DN600641W,D4,5953STDY8613174,HB45_4_V10_BRA_SC_28,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613174
DN600641W,E4,5953STDY8613175,HB45_4_V10_BRA_SC_29,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613175
DN600641W,F4,5953STDY8613176,HB45_4_V10_BRA_SC_30,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613176
DN600641W,G4,5953STDY8613177,HB45_4_V10_BRA_SC_31,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613177
DN600641W,H4,5953STDY8613178,HB45_4_V10_BRA_SC_32,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613178
DN600641W,A5,5953STDY8613179,HB45_4_V10_BRA_SC_33,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613179
DN600641W,B5,5953STDY8613180,HB45_4_V10_BRA_SC_34,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613180
DN600641W,C5,5953STDY8613181,HB45_4_V10_BRA_SC_35,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613181
DN600641W,D5,5953STDY8613182,HB45_4_V10_BRA_SC_36,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613182
DN600641W,E5,5953STDY8613183,HB45_4_V10_BRA_SC_37,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613183
DN600641W,F5,5953STDY8613184,HB45_4_V10_BRA_SC_38,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613184
DN600641W,G5,5953STDY8613185,HB45_4_V10_BRA_SC_39,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613185
DN600641W,H5,5953STDY8613186,HB45_4_V10_BRA_SC_40,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613186
DN600641W,A6,5953STDY8613187,HB45_4_V10_BRA_SC_41,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613187
DN600641W,B6,5953STDY8613188,HB45_4_V10_BRA_SC_42,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613188
DN600641W,C6,5953STDY8613189,HB45_4_V10_BRA_SC_43,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613189
DN600641W,D6,5953STDY8613190,HB45_4_V10_BRA_SC_44,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613190
DN600641W,E6,5953STDY8613191,HB45_4_V10_BRA_SC_45,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613191
DN600641W,F6,5953STDY8613192,HB45_4_V10_BRA_SC_46,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613192
DN600641W,G6,5953STDY8613193,HB45_4_V10_BRA_SC_47,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613193
DN600641W,H6,5953STDY8613194,HB45_4_V10_BRA_SC_48,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613194
DN600641W,A7,5953STDY8613195,HB45_4_V10_BRA_SC_49,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613195
DN600641W,B7,5953STDY8613196,HB45_4_V10_BRA_SC_50,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613196
DN600641W,C7,5953STDY8613197,HB45_4_V10_BRA_SC_51,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613197
DN600641W,D7,5953STDY8613198,HB45_4_V10_BRA_SC_52,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613198
DN600641W,E7,5953STDY8613199,HB45_4_V10_BRA_SC_53,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613199
DN600641W,F7,5953STDY8613200,HB45_4_V10_BRA_SC_54,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613200
DN600641W,G7,5953STDY8613201,HB45_4_V10_BRA_SC_55,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613201
DN600641W,H7,5953STDY8613202,HB45_4_V10_BRA_SC_56,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613202
DN600641W,A8,5953STDY8613203,HB45_4_V10_BRA_SC_57,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613203
DN600641W,B8,5953STDY8613204,HB45_4_V10_BRA_SC_58,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613204
DN600641W,C8,5953STDY8613205,HB45_4_V10_BRA_SC_59,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613205
DN600641W,D8,5953STDY8613206,HB45_4_V10_BRA_SC_60,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613206
DN600641W,E8,5953STDY8613207,HB45_4_V10_BRA_SC_61,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613207
DN600641W,F8,5953STDY8613208,HB45_4_V10_BRA_SC_62,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613208
DN600641W,G8,5953STDY8613209,HB45_4_V10_BRA_SC_63,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613209
DN600641W,H8,5953STDY8613210,HB45_4_V10_BRA_SC_64,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613210
DN600641W,A9,5953STDY8613211,HB45_4_V10_BRA_SC_65,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613211
DN600641W,B9,5953STDY8613212,HB45_4_V10_BRA_SC_66,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613212
DN600641W,C9,5953STDY8613213,HB45_4_V10_BRA_SC_67,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613213
DN600641W,D9,5953STDY8613214,HB45_4_V10_BRA_SC_68,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613214
DN600641W,E9,5953STDY8613215,HB45_4_V10_BRA_SC_69,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613215
DN600641W,F9,5953STDY8613216,HB45_4_V10_BRA_SC_70,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613216
DN600641W,G9,5953STDY8613217,HB45_4_V10_BRA_SC_71,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613217
DN600641W,H9,5953STDY8613218,HB45_4_V10_BRA_SC_72,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613218
DN600641W,A10,5953STDY8613219,HB45_4_V10_BRA_SC_73,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613219
DN600641W,B10,5953STDY8613220,HB45_4_V10_BRA_SC_74,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613220
DN600641W,C10,5953STDY8613221,HB45_4_V10_BRA_SC_75,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613221
DN600641W,D10,5953STDY8613222,HB45_4_V10_BRA_SC_76,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613222
DN600641W,E10,5953STDY8613223,HB45_4_V10_BRA_SC_77,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613223
DN600641W,F10,5953STDY8613224,HB45_4_V10_BRA_SC_78,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613224
DN600641W,G10,5953STDY8613225,HB45_4_V10_BRA_SC_79,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613225
DN600641W,H10,5953STDY8613226,HB45_4_V10_BRA_SC_80,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613226
DN600641W,A11,5953STDY8613227,HB45_4_V10_BRA_SC_81,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613227
DN600641W,B11,5953STDY8613228,HB45_4_V10_BRA_SC_82,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613228
DN600641W,C11,5953STDY8613229,HB45_4_V10_BRA_SC_83,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613229
DN600641W,D11,5953STDY8613230,HB45_4_V10_BRA_SC_84,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613230
DN600641W,E11,5953STDY8613231,HB45_4_V10_BRA_SC_85,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613231
DN600641W,F11,5953STDY8613232,HB45_4_V10_BRA_SC_86,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613232
DN600641W,G11,5953STDY8613233,HB45_4_V10_BRA_SC_87,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613233
DN600641W,H11,5953STDY8613234,HB45_4_V10_BRA_SC_88,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613234
DN600641W,A12,5953STDY8613235,HB45_4_V10_BRA_SC_89,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613235
DN600641W,B12,5953STDY8613236,HB45_4_V10_BRA_SC_90,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613236
DN600641W,C12,5953STDY8613237,HB45_4_V10_BRA_SC_91,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613237
DN600641W,D12,5953STDY8613238,HB45_4_V10_BRA_SC_92,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613238
DN600641W,E12,5953STDY8613239,HB45_4_V10_BRA_SC_93,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613239
DN600641W,F12,5953STDY8613240,HB45_4_V10_BRA_SC_94,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613240
DN600641W,G12,5953STDY8613241,HB45_4_V10_BRA_SC_95,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613241
DN600641W,H12,5953STDY8613242,HB45_4_V10_BRA_SC_96,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613242
DN600642A,A1,5953STDY8613243,,,,,,,,,,,,,,,,,,,,,5953STDY8613243
DN600642A,B1,5953STDY8613244,,,,,,,,,,,,,,,,,,,,,5953STDY8613244
DN600642A,C1,5953STDY8613245,,,,,,,,,,,,,,,,,,,,,5953STDY8613245
DN600642A,D1,5953STDY8613246,,,,,,,,,,,,,,,,,,,,,5953STDY8613246
DN600642A,E1,5953STDY8613247,,,,,,,,,,,,,,,,,,,,,5953STDY8613247
DN600642A,F1,5953STDY8613248,,,,,,,,,,,,,,,,,,,,,5953STDY8613248
DN600642A,G1,5953STDY8613249,,,,,,,,,,,,,,,,,,,,,5953STDY8613249
DN600642A,H1,5953STDY8613250,,,,,,,,,,,,,,,,,,,,,5953STDY8613250
DN600642A,A2,5953STDY8613251,,,,,,,,,,,,,,,,,,,,,5953STDY8613251
DN600642A,B2,5953STDY8613252,,,,,,,,,,,,,,,,,,,,,5953STDY8613252
DN600642A,C2,5953STDY8613253,,,,,,,,,,,,,,,,,,,,,5953STDY8613253
DN600642A,D2,5953STDY8613254,,,,,,,,,,,,,,,,,,,,,5953STDY8613254
DN600642A,E2,5953STDY8613255,,,,,,,,,,,,,,,,,,,,,5953STDY8613255
DN600642A,F2,5953STDY8613256,,,,,,,,,,,,,,,,,,,,,5953STDY8613256
DN600642A,G2,5953STDY8613257,,,,,,,,,,,,,,,,,,,,,5953STDY8613257
DN600642A,H2,5953STDY8613258,,,,,,,,,,,,,,,,,,,,,5953STDY8613258
DN600642A,A3,5953STDY8613259,,,,,,,,,,,,,,,,,,,,,5953STDY8613259
DN600642A,B3,5953STDY8613260,,,,,,,,,,,,,,,,,,,,,5953STDY8613260
DN600642A,C3,5953STDY8613261,,,,,,,,,,,,,,,,,,,,,5953STDY8613261
DN600642A,D3,5953STDY8613262,,,,,,,,,,,,,,,,,,,,,5953STDY8613262
DN600642A,E3,5953STDY8613263,,,,,,,,,,,,,,,,,,,,,5953STDY8613263
DN600642A,F3,5953STDY8613264,,,,,,,,,,,,,,,,,,,,,5953STDY8613264
DN600642A,G3,5953STDY8613265,,,,,,,,,,,,,,,,,,,,,5953STDY8613265
DN600642A,H3,5953STDY8613266,,,,,,,,,,,,,,,,,,,,,5953STDY8613266
DN600642A,A4,5953STDY8613267,,,,,,,,,,,,,,,,,,,,,5953STDY8613267
DN600642A,B4,5953STDY8613268,,,,,,,,,,,,,,,,,,,,,5953STDY8613268
DN600642A,C4,5953STDY8613269,,,,,,,,,,,,,,,,,,,,,5953STDY8613269
DN600642A,D4,5953STDY8613270,,,,,,,,,,,,,,,,,,,,,5953STDY8613270
DN600642A,E4,5953STDY8613271,,,,,,,,,,,,,,,,,,,,,5953STDY8613271
DN600642A,F4,5953STDY8613272,,,,,,,,,,,,,,,,,,,,,5953STDY8613272
DN600642A,G4,5953STDY8613273,,,,,,,,,,,,,,,,,,,,,5953STDY8613273
DN600642A,H4,5953STDY8613274,,,,,,,,,,,,,,,,,,,,,5953STDY8613274
DN600642A,A5,5953STDY8613275,,,,,,,,,,,,,,,,,,,,,5953STDY8613275
DN600642A,B5,5953STDY8613276,,,,,,,,,,,,,,,,,,,,,5953STDY8613276
DN600642A,C5,5953STDY8613277,,,,,,,,,,,,,,,,,,,,,5953STDY8613277
DN600642A,D5,5953STDY8613278,,,,,,,,,,,,,,,,,,,,,5953STDY8613278
DN600642A,E5,5953STDY8613279,,,,,,,,,,,,,,,,,,,,,5953STDY8613279
DN600642A,F5,5953STDY8613280,,,,,,,,,,,,,,,,,,,,,5953STDY8613280
DN600642A,G5,5953STDY8613281,,,,,,,,,,,,,,,,,,,,,5953STDY8613281
DN600642A,H5,5953STDY8613282,,,,,,,,,,,,,,,,,,,,,5953STDY8613282
DN600642A,A6,5953STDY8613283,,,,,,,,,,,,,,,,,,,,,5953STDY8613283
DN600642A,B6,5953STDY8613284,,,,,,,,,,,,,,,,,,,,,5953STDY8613284
DN600642A,C6,5953STDY8613285,,,,,,,,,,,,,,,,,,,,,5953STDY8613285
DN600642A,D6,5953STDY8613286,,,,,,,,,,,,,,,,,,,,,5953STDY8613286
DN600642A,E6,5953STDY8613287,,,,,,,,,,,,,,,,,,,,,5953STDY8613287
DN600642A,F6,5953STDY8613288,,,,,,,,,,,,,,,,,,,,,5953STDY8613288
DN600642A,G6,5953STDY8613289,,,,,,,,,,,,,,,,,,,,,5953STDY8613289
DN600642A,H6,5953STDY8613290,,,,,,,,,,,,,,,,,,,,,5953STDY8613290
DN600642A,A7,5953STDY8613291,,,,,,,,,,,,,,,,,,,,,5953STDY8613291
DN600642A,B7,5953STDY8613292,,,,,,,,,,,,,,,,,,,,,5953STDY8613292
DN600642A,C7,5953STDY8613293,,,,,,,,,,,,,,,,,,,,,5953STDY8613293
DN600642A,D7,5953STDY8613294,,,,,,,,,,,,,,,,,,,,,5953STDY8613294
DN600642A,E7,5953STDY8613295,,,,,,,,,,,,,,,,,,,,,5953STDY8613295
DN600642A,F7,5953STDY8613296,,,,,,,,,,,,,,,,,,,,,5953STDY8613296
DN600642A,G7,5953STDY8613297,,,,,,,,,,,,,,,,,,,,,5953STDY8613297
DN600642A,H7,5953STDY8613298,,,,,,,,,,,,,,,,,,,,,5953STDY8613298
DN600642A,A8,5953STDY8613299,,,,,,,,,,,,,,,,,,,,,5953STDY8613299
DN600642A,B8,5953STDY8613300,,,,,,,,,,,,,,,,,,,,,5953STDY8613300
DN600642A,C8,5953STDY8613301,,,,,,,,,,,,,,,,,,,,,5953STDY8613301
DN600642A,D8,5953STDY8613302,,,,,,,,,,,,,,,,,,,,,5953STDY8613302
DN600642A,E8,5953STDY8613303,,,,,,,,,,,,,,,,,,,,,5953STDY8613303
DN600642A,F8,5953STDY8613304,,,,,,,,,,,,,,,,,,,,,5953STDY8613304
DN600642A,G8,5953STDY8613305,,,,,,,,,,,,,,,,,,,,,5953STDY8613305
DN600642A,H8,5953STDY8613306,,,,,,,,,,,,,,,,,,,,,5953STDY8613306
DN600642A,A9,5953STDY8613307,,,,,,,,,,,,,,,,,,,,,5953STDY8613307
DN600642A,B9,5953STDY8613308,,,,,,,,,,,,,,,,,,,,,5953STDY8613308
DN600642A,C9,5953STDY8613309,,,,,,,,,,,,,,,,,,,,,5953STDY8613309
DN600642A,D9,5953STDY8613310,,,,,,,,,,,,,,,,,,,,,5953STDY8613310
DN600642A,E9,5953STDY8613311,,,,,,,,,,,,,,,,,,,,,5953STDY8613311
DN600642A,F9,5953STDY8613312,,,,,,,,,,,,,,,,,,,,,5953STDY8613312
DN600642A,G9,5953STDY8613313,,,,,,,,,,,,,,,,,,,,,5953STDY8613313
DN600642A,H9,5953STDY8613314,,,,,,,,,,,,,,,,,,,,,5953STDY8613314
DN600642A,A10,5953STDY8613315,,,,,,,,,,,,,,,,,,,,,5953STDY8613315
DN600642A,B10,5953STDY8613316,,,,,,,,,,,,,,,,,,,,,5953STDY8613316
DN600642A,C10,5953STDY8613317,,,,,,,,,,,,,,,,,,,,,5953STDY8613317
DN600642A,D10,5953STDY8613318,,,,,,,,,,,,,,,,,,,,,5953STDY8613318
DN600642A,E10,5953STDY8613319,,,,,,,,,,,,,,,,,,,,,5953STDY8613319
DN600642A,F10,5953STDY8613320,,,,,,,,,,,,,,,,,,,,,5953STDY8613320
DN600642A,G10,5953STDY8613321,,,,,,,,,,,,,,,,,,,,,5953STDY8613321
DN600642A,H10,5953STDY8613322,,,,,,,,,,,,,,,,,,,,,5953STDY8613322
DN600642A,A11,5953STDY8613323,,,,,,,,,,,,,,,,,,,,,5953STDY8613323
DN600642A,B11,5953STDY8613324,,,,,,,,,,,,,,,,,,,,,5953STDY8613324
DN600642A,C11,5953STDY8613325,,,,,,,,,,,,,,,,,,,,,5953STDY8613325
DN600642A,D11,5953STDY8613326,,,,,,,,,,,,,,,,,,,,,5953STDY8613326
DN600642A,E11,5953STDY8613327,,,,,,,,,,,,,,,,,,,,,5953STDY8613327
