DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples),PHENOTYPE (required for EGA)
DN591864J,P3,5953STDY8285634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285634,unknown
DN591864J,A4,5953STDY8285635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285635,unknown
DN591864J,B4,5953STDY8285636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285636,unknown
DN591864J,C4,5953STDY8285637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285637,unknown
DN591864J,D4,5953STDY8285638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285638,unknown
DN591864J,E4,5953STDY8285639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285639,unknown
DN591864J,F4,5953STDY8285640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285640,unknown
DN591864J,G4,5953STDY8285641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285641,unknown
DN591864J,H4,5953STDY8285642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285642,unknown
DN591864J,I4,5953STDY8285643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285643,unknown
DN591864J,J4,5953STDY8285644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285644,unknown
DN591864J,K4,5953STDY8285645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285645,unknown
DN591864J,L4,5953STDY8285646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285646,unknown
DN591864J,M4,5953STDY8285647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285647,unknown
DN591864J,N4,5953STDY8285648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285648,unknown
DN591864J,O4,5953STDY8285649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285649,unknown
DN591864J,P4,5953STDY8285650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285650,unknown
DN591864J,A5,5953STDY8285651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285651,unknown
DN591864J,B5,5953STDY8285652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285652,unknown
DN591864J,C5,5953STDY8285653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285653,unknown
DN591864J,D5,5953STDY8285654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285654,unknown
DN591864J,E5,5953STDY8285655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285655,unknown
DN591864J,F5,5953STDY8285656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285656,unknown
DN591864J,G5,5953STDY8285657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285657,unknown
DN591864J,H5,5953STDY8285658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285658,unknown
DN591864J,I5,5953STDY8285659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285659,unknown
DN591864J,J5,5953STDY8285660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285660,unknown
DN591864J,K5,5953STDY8285661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285661,unknown
DN591864J,L5,5953STDY8285662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285662,unknown
DN591864J,M5,5953STDY8285663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285663,unknown
DN591864J,N5,5953STDY8285664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285664,unknown
DN591864J,O5,5953STDY8285665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285665,unknown
DN591864J,P5,5953STDY8285666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285666,unknown
DN591864J,A6,5953STDY8285667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285667,unknown
DN591864J,B6,5953STDY8285668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285668,unknown
DN591864J,C6,5953STDY8285669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285669,unknown
DN591864J,D6,5953STDY8285670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285670,unknown
DN591864J,E6,5953STDY8285671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285671,unknown
DN591864J,F6,5953STDY8285672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285672,unknown
DN591864J,G6,5953STDY8285673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285673,unknown
DN591864J,H6,5953STDY8285674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285674,unknown
DN591864J,I6,5953STDY8285675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285675,unknown
DN591864J,J6,5953STDY8285676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285676,unknown
DN591864J,K6,5953STDY8285677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285677,unknown
DN591864J,L6,5953STDY8285678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285678,unknown
DN591864J,M6,5953STDY8285679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285679,unknown
DN591864J,N6,5953STDY8285680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285680,unknown
DN591864J,O6,5953STDY8285681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285681,unknown
DN591864J,P6,5953STDY8285682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285682,unknown
DN591864J,A7,5953STDY8285683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285683,unknown
DN591864J,B7,5953STDY8285684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285684,unknown
DN591864J,C7,5953STDY8285685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285685,unknown
DN591864J,D7,5953STDY8285686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285686,unknown
DN591864J,E7,5953STDY8285687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285687,unknown
DN591864J,F7,5953STDY8285688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285688,unknown
DN591864J,G7,5953STDY8285689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285689,unknown
DN591864J,H7,5953STDY8285690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285690,unknown
DN591864J,I7,5953STDY8285691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285691,unknown
DN591864J,J7,5953STDY8285692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285692,unknown
DN591864J,K7,5953STDY8285693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285693,unknown
DN591864J,L7,5953STDY8285694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285694,unknown
DN591864J,M7,5953STDY8285695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285695,unknown
DN591864J,N7,5953STDY8285696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285696,unknown
DN591864J,O7,5953STDY8285697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285697,unknown
DN591864J,P7,5953STDY8285698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285698,unknown
DN591864J,A8,5953STDY8285699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285699,unknown
DN591864J,B8,5953STDY8285700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285700,unknown
DN591864J,C8,5953STDY8285701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285701,unknown
DN591864J,D8,5953STDY8285702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285702,unknown
DN591864J,E8,5953STDY8285703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285703,unknown
DN591864J,F8,5953STDY8285704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285704,unknown
DN591864J,G8,5953STDY8285705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285705,unknown
DN591864J,H8,5953STDY8285706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285706,unknown
DN591864J,I8,5953STDY8285707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285707,unknown
DN591864J,J8,5953STDY8285708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285708,unknown
DN591864J,K8,5953STDY8285709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285709,unknown
DN591864J,L8,5953STDY8285710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285710,unknown
DN591864J,M8,5953STDY8285711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285711,unknown
DN591864J,N8,5953STDY8285712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285712,unknown
DN591864J,O8,5953STDY8285713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285713,unknown
DN591864J,P8,5953STDY8285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285714,unknown
DN591864J,A9,5953STDY8285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285715,unknown
DN591864J,B9,5953STDY8285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285716,unknown
DN591864J,C9,5953STDY8285717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285717,unknown
DN591864J,D9,5953STDY8285718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285718,unknown
DN591864J,E9,5953STDY8285719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285719,unknown
DN591864J,F9,5953STDY8285720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285720,unknown
DN591864J,G9,5953STDY8285721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285721,unknown
DN591864J,H9,5953STDY8285722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285722,unknown
DN591864J,I9,5953STDY8285723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285723,unknown
DN591864J,J9,5953STDY8285724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285724,unknown
DN591864J,K9,5953STDY8285725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285725,unknown
DN591864J,L9,5953STDY8285726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285726,unknown
DN591864J,M9,5953STDY8285727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285727,unknown
DN591864J,N9,5953STDY8285728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285728,unknown
DN591864J,O9,5953STDY8285729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285729,unknown
DN591864J,P9,5953STDY8285730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285730,unknown
DN591864J,A10,5953STDY8285731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285731,unknown
DN591864J,B10,5953STDY8285732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285732,unknown
DN591864J,C10,5953STDY8285733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285733,unknown
DN591864J,D10,5953STDY8285734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285734,unknown
DN591864J,E10,5953STDY8285735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285735,unknown
DN591864J,F10,5953STDY8285736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285736,unknown
DN591864J,G10,5953STDY8285737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285737,unknown
DN591864J,H10,5953STDY8285738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285738,unknown
DN591864J,I10,5953STDY8285739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285739,unknown
DN591864J,J10,5953STDY8285740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285740,unknown
DN591864J,K10,5953STDY8285741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285741,unknown
DN591864J,L10,5953STDY8285742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285742,unknown
DN591864J,M10,5953STDY8285743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285743,unknown
DN591864J,N10,5953STDY8285744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285744,unknown
DN591864J,O10,5953STDY8285745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285745,unknown
DN591864J,P10,5953STDY8285746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285746,unknown
DN591864J,A11,5953STDY8285747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285747,unknown
DN591864J,B11,5953STDY8285748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285748,unknown
DN591864J,C11,5953STDY8285749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285749,unknown
DN591864J,D11,5953STDY8285750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285750,unknown
DN591864J,E11,5953STDY8285751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285751,unknown
DN591864J,F11,5953STDY8285752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285752,unknown
DN591864J,G11,5953STDY8285753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285753,unknown
DN591864J,H11,5953STDY8285754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285754,unknown
DN591864J,I11,5953STDY8285755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285755,unknown
DN591864J,J11,5953STDY8285756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285756,unknown
DN591864J,K11,5953STDY8285757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285757,unknown
DN591864J,L11,5953STDY8285758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285758,unknown
DN591864J,M11,5953STDY8285759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285759,unknown
DN591864J,N11,5953STDY8285760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285760,unknown
DN591864J,O11,5953STDY8285761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285761,unknown
DN591864J,P11,5953STDY8285762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285762,unknown
DN591864J,A12,5953STDY8285763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285763,unknown
DN591864J,B12,5953STDY8285764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285764,unknown
DN591864J,C12,5953STDY8285765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285765,unknown
DN591864J,D12,5953STDY8285766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285766,unknown
DN591864J,E12,5953STDY8285767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285767,unknown
DN591864J,F12,5953STDY8285768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285768,unknown
DN591864J,G12,5953STDY8285769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285769,unknown
DN591864J,H12,5953STDY8285770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285770,unknown
DN591864J,I12,5953STDY8285771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285771,unknown
DN591864J,J12,5953STDY8285772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285772,unknown
DN591864J,K12,5953STDY8285773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285773,unknown
DN591864J,L12,5953STDY8285774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285774,unknown
DN591864J,M12,5953STDY8285775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285775,unknown
DN591864J,N12,5953STDY8285776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285776,unknown
DN591864J,O12,5953STDY8285777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285777,unknown
DN591864J,P12,5953STDY8285778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285778,unknown
DN591864J,A13,5953STDY8285779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285779,unknown
DN591864J,B13,5953STDY8285780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285780,unknown
DN591864J,C13,5953STDY8285781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285781,unknown
DN591864J,D13,5953STDY8285782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285782,unknown
DN591864J,E13,5953STDY8285783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285783,unknown
DN591864J,F13,5953STDY8285784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285784,unknown
DN591864J,G13,5953STDY8285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285785,unknown
DN591864J,H13,5953STDY8285786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285786,unknown
DN591864J,I13,5953STDY8285787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285787,unknown
DN591864J,J13,5953STDY8285788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285788,unknown
DN591864J,K13,5953STDY8285789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285789,unknown
DN591864J,L13,5953STDY8285790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285790,unknown
DN591864J,M13,5953STDY8285791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285791,unknown
DN591864J,N13,5953STDY8285792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285792,unknown
DN591864J,O13,5953STDY8285793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285793,unknown
DN591864J,P13,5953STDY8285794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285794,unknown
DN591864J,A14,5953STDY8285795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285795,unknown
DN591864J,B14,5953STDY8285796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285796,unknown
DN591864J,C14,5953STDY8285797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285797,unknown
DN591864J,D14,5953STDY8285798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285798,unknown
DN591864J,E14,5953STDY8285799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285799,unknown
DN591864J,F14,5953STDY8285800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285800,unknown
DN591864J,G14,5953STDY8285801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285801,unknown
DN591864J,H14,5953STDY8285802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285802,unknown
DN591864J,I14,5953STDY8285803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285803,unknown
DN591864J,J14,5953STDY8285804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285804,unknown
DN591864J,K14,5953STDY8285805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285805,unknown
DN591864J,L14,5953STDY8285806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285806,unknown
DN591864J,M14,5953STDY8285807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285807,unknown
DN591864J,N14,5953STDY8285808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285808,unknown
DN591864J,O14,5953STDY8285809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285809,unknown
DN591864J,P14,5953STDY8285810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285810,unknown
DN591864J,A15,5953STDY8285811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285811,unknown
DN591864J,B15,5953STDY8285812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285812,unknown
DN591864J,C15,5953STDY8285813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285813,unknown
DN591864J,D15,5953STDY8285814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285814,unknown
DN591864J,E15,5953STDY8285815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285815,unknown
DN591864J,F15,5953STDY8285816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285816,unknown
DN591864J,G15,5953STDY8285817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285817,unknown
DN591864J,H15,5953STDY8285818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285818,unknown
DN591864J,I15,5953STDY8285819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285819,unknown
DN591864J,J15,5953STDY8285820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285820,unknown
DN591864J,K15,5953STDY8285821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285821,unknown
DN591864J,L15,5953STDY8285822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285822,unknown
DN591864J,M15,5953STDY8285823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285823,unknown
DN591864J,N15,5953STDY8285824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285824,unknown
DN591864J,O15,5953STDY8285825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285825,unknown
DN591864J,P15,5953STDY8285826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285826,unknown
DN591864J,A16,5953STDY8285827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285827,unknown
DN591864J,B16,5953STDY8285828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285828,unknown
DN591864J,C16,5953STDY8285829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285829,unknown
DN591864J,D16,5953STDY8285830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285830,unknown
DN591864J,E16,5953STDY8285831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285831,unknown
DN591864J,F16,5953STDY8285832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285832,unknown
DN591864J,G16,5953STDY8285833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285833,unknown
DN591864J,H16,5953STDY8285834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285834,unknown
DN591864J,I16,5953STDY8285835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285835,unknown
DN591864J,J16,5953STDY8285836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285836,unknown
DN591864J,K16,5953STDY8285837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285837,unknown
DN591864J,L16,5953STDY8285838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285838,unknown
DN591864J,M16,5953STDY8285839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285839,unknown
DN591864J,N16,5953STDY8285840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285840,unknown
DN591864J,O16,5953STDY8285841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285841,unknown
DN591864J,P16,5953STDY8285842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285842,unknown
DN591864J,A17,5953STDY8285843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285843,unknown
DN591864J,B17,5953STDY8285844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285844,unknown
DN591864J,C17,5953STDY8285845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285845,unknown
DN591864J,D17,5953STDY8285846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285846,unknown
DN591864J,E17,5953STDY8285847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285847,unknown
DN591864J,F17,5953STDY8285848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285848,unknown
DN591864J,G17,5953STDY8285849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285849,unknown
DN591864J,H17,5953STDY8285850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285850,unknown
DN591864J,I17,5953STDY8285851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285851,unknown
DN591864J,J17,5953STDY8285852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285852,unknown
DN591864J,K17,5953STDY8285853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285853,unknown
DN591864J,L17,5953STDY8285854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285854,unknown
DN591864J,M17,5953STDY8285855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285855,unknown
DN591864J,N17,5953STDY8285856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285856,unknown
DN591864J,O17,5953STDY8285857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285857,unknown
DN591864J,P17,5953STDY8285858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8285858,unknown
