DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples),PHENOTYPE (required for EGA)
DN591854H,G9,5953STDY8281881,HB46_V5_BRA_0_SC_135,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281881,unknown
DN591854H,H9,5953STDY8281882,HB46_V5_BRA_0_SC_136,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281882,unknown
DN591854H,I9,5953STDY8281883,HB46_V5_BRA_0_SC_137,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281883,unknown
DN591854H,J9,5953STDY8281884,HB46_V5_BRA_0_SC_138,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281884,unknown
DN591854H,K9,5953STDY8281885,HB46_V5_BRA_0_SC_139,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281885,unknown
DN591854H,L9,5953STDY8281886,HB46_V5_BRA_0_SC_140,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281886,unknown
DN591854H,M9,5953STDY8281887,HB46_V5_BRA_0_SC_141,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281887,unknown
DN591854H,N9,5953STDY8281888,HB46_V5_BRA_0_SC_142,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281888,unknown
DN591854H,O9,5953STDY8281889,HB46_V5_BRA_0_SC_143,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281889,unknown
DN591854H,P9,5953STDY8281890,HB46_V5_BRA_0_SC_144,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281890,unknown
DN591854H,A10,5953STDY8281891,HB46_V5_BRA_0_SC_145,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281891,unknown
DN591854H,B10,5953STDY8281892,HB46_V5_BRA_0_SC_146,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281892,unknown
DN591854H,C10,5953STDY8281893,HB46_V5_BRA_0_SC_147,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281893,unknown
DN591854H,D10,5953STDY8281894,HB46_V5_BRA_0_SC_148,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281894,unknown
DN591854H,E10,5953STDY8281895,HB46_V5_BRA_0_SC_149,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281895,unknown
DN591854H,F10,5953STDY8281896,HB46_V5_BRA_0_SC_150,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281896,unknown
DN591854H,G10,5953STDY8281897,HB46_V5_BRA_0_SC_151,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281897,unknown
DN591854H,H10,5953STDY8281898,HB46_V5_BRA_0_SC_152,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281898,unknown
DN591854H,I10,5953STDY8281899,HB46_V5_BRA_0_SC_153,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281899,unknown
DN591854H,J10,5953STDY8281900,HB46_V5_BRA_0_SC_154,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281900,unknown
DN591854H,K10,5953STDY8281901,HB46_V5_BRA_0_SC_155,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281901,unknown
DN591854H,L10,5953STDY8281902,HB46_V5_BRA_0_SC_156,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281902,unknown
DN591854H,M10,5953STDY8281903,HB46_V5_BRA_0_SC_157,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281903,unknown
DN591854H,N10,5953STDY8281904,HB46_V5_BRA_0_SC_158,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281904,unknown
DN591854H,O10,5953STDY8281905,HB46_V5_BRA_0_SC_159,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281905,unknown
DN591854H,P10,5953STDY8281906,HB46_V5_BRA_0_SC_160,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281906,unknown
DN591854H,A11,5953STDY8281907,HB46_V5_BRA_0_SC_161,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281907,unknown
DN591854H,B11,5953STDY8281908,HB46_V5_BRA_0_SC_162,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281908,unknown
DN591854H,C11,5953STDY8281909,HB46_V5_BRA_0_SC_163,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281909,unknown
DN591854H,D11,5953STDY8281910,HB46_V5_BRA_0_SC_164,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281910,unknown
DN591854H,E11,5953STDY8281911,HB46_V5_BRA_0_SC_165,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281911,unknown
DN591854H,F11,5953STDY8281912,HB46_V5_BRA_0_SC_166,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281912,unknown
DN591854H,G11,5953STDY8281913,HB46_V5_BRA_0_SC_167,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281913,unknown
DN591854H,H11,5953STDY8281914,HB46_V5_BRA_0_SC_168,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281914,unknown
DN591854H,I11,5953STDY8281915,HB46_V5_BRA_0_SC_169,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281915,unknown
DN591854H,J11,5953STDY8281916,HB46_V5_BRA_0_SC_170,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281916,unknown
DN591854H,K11,5953STDY8281917,HB46_V5_BRA_0_SC_171,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281917,unknown
DN591854H,L11,5953STDY8281918,HB46_V5_BRA_0_SC_172,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281918,unknown
DN591854H,M11,5953STDY8281919,HB46_V5_BRA_0_SC_173,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281919,unknown
DN591854H,N11,5953STDY8281920,HB46_V5_BRA_0_SC_174,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281920,unknown
DN591854H,O11,5953STDY8281921,HB46_V5_BRA_0_SC_175,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281921,unknown
DN591854H,P11,5953STDY8281922,HB46_V5_BRA_0_SC_176,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281922,unknown
DN591854H,A12,5953STDY8281923,HB46_V5_BRA_0_SC_177,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281923,unknown
DN591854H,B12,5953STDY8281924,HB46_V5_BRA_0_SC_178,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281924,unknown
DN591854H,C12,5953STDY8281925,HB46_V5_BRA_0_SC_179,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281925,unknown
DN591854H,D12,5953STDY8281926,HB46_V5_BRA_0_SC_180,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281926,unknown
DN591854H,E12,5953STDY8281927,HB46_V5_BRA_0_SC_181,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281927,unknown
DN591854H,F12,5953STDY8281928,HB46_V5_BRA_0_SC_182,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281928,unknown
DN591854H,G12,5953STDY8281929,HB46_V5_BRA_0_SC_183,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281929,unknown
DN591854H,H12,5953STDY8281930,HB46_V5_BRA_0_SC_184,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281930,unknown
DN591854H,I12,5953STDY8281931,HB46_V5_BRA_0_SC_185,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281931,unknown
DN591854H,J12,5953STDY8281932,HB46_V5_BRA_0_SC_186,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281932,unknown
DN591854H,K12,5953STDY8281933,HB46_V5_BRA_0_SC_187,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281933,unknown
DN591854H,L12,5953STDY8281934,HB46_V5_BRA_0_SC_188,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281934,unknown
DN591854H,M12,5953STDY8281935,HB46_V5_BRA_0_SC_189,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281935,unknown
DN591854H,N12,5953STDY8281936,HB46_V5_BRA_0_SC_190,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281936,unknown
DN591854H,O12,5953STDY8281937,HB46_V5_BRA_0_SC_191,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281937,unknown
DN591854H,P12,5953STDY8281938,HB46_V5_BRA_0_SC_192,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281938,unknown
DN591854H,A13,5953STDY8281939,HB46_V5_BRA_0_SC_193,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281939,unknown
DN591854H,B13,5953STDY8281940,HB46_V5_BRA_0_SC_194,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281940,unknown
DN591854H,C13,5953STDY8281941,HB46_V5_BRA_0_SC_195,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281941,unknown
DN591854H,D13,5953STDY8281942,HB46_V5_BRA_0_SC_196,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281942,unknown
DN591854H,E13,5953STDY8281943,HB46_V5_BRA_0_SC_197,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281943,unknown
DN591854H,F13,5953STDY8281944,HB46_V5_BRA_0_SC_198,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281944,unknown
DN591854H,G13,5953STDY8281945,HB46_V5_BRA_0_SC_199,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281945,unknown
DN591854H,H13,5953STDY8281946,HB46_V5_BRA_0_SC_200,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281946,unknown
DN591854H,I13,5953STDY8281947,HB46_V5_BRA_0_SC_201,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281947,unknown
DN591854H,J13,5953STDY8281948,HB46_V5_BRA_0_SC_202,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281948,unknown
DN591854H,K13,5953STDY8281949,HB46_V5_BRA_0_SC_203,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281949,unknown
DN591854H,L13,5953STDY8281950,HB46_V5_BRA_0_SC_204,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281950,unknown
DN591854H,M13,5953STDY8281951,HB46_V5_BRA_0_SC_205,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281951,unknown
DN591854H,N13,5953STDY8281952,HB46_V5_BRA_0_SC_206,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281952,unknown
DN591854H,O13,5953STDY8281953,HB46_V5_BRA_0_SC_207,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281953,unknown
DN591854H,P13,5953STDY8281954,HB46_V5_BRA_0_SC_208,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281954,unknown
DN591854H,A14,5953STDY8281955,HB46_V5_BRA_0_SC_209,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281955,unknown
DN591854H,B14,5953STDY8281956,HB46_V5_BRA_0_SC_210,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281956,unknown
DN591854H,C14,5953STDY8281957,HB46_V5_BRA_0_SC_211,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281957,unknown
DN591854H,D14,5953STDY8281958,HB46_V5_BRA_0_SC_212,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281958,unknown
DN591854H,E14,5953STDY8281959,HB46_V5_BRA_0_SC_213,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281959,unknown
DN591854H,F14,5953STDY8281960,HB46_V5_BRA_0_SC_214,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281960,unknown
DN591854H,G14,5953STDY8281961,HB46_V5_BRA_0_SC_215,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281961,unknown
DN591854H,H14,5953STDY8281962,HB46_V5_BRA_0_SC_216,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281962,unknown
DN591854H,I14,5953STDY8281963,HB46_V5_BRA_0_SC_217,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281963,unknown
DN591854H,J14,5953STDY8281964,HB46_V5_BRA_0_SC_218,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281964,unknown
DN591854H,K14,5953STDY8281965,HB46_V5_BRA_0_SC_219,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281965,unknown
DN591854H,L14,5953STDY8281966,HB46_V5_BRA_0_SC_220,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281966,unknown
DN591854H,M14,5953STDY8281967,HB46_V5_BRA_0_SC_221,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281967,unknown
DN591854H,N14,5953STDY8281968,HB46_V5_BRA_0_SC_222,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281968,unknown
DN591854H,O14,5953STDY8281969,HB46_V5_BRA_0_SC_223,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281969,unknown
DN591854H,P14,5953STDY8281970,HB46_V5_BRA_0_SC_224,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281970,unknown
DN591854H,A15,5953STDY8281971,HB46_V5_BRA_0_SC_225,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281971,unknown
DN591854H,B15,5953STDY8281972,HB46_V5_BRA_0_SC_226,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281972,unknown
DN591854H,C15,5953STDY8281973,HB46_V5_BRA_0_SC_227,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281973,unknown
DN591854H,D15,5953STDY8281974,HB46_V5_BRA_0_SC_228,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281974,unknown
DN591854H,E15,5953STDY8281975,HB46_V5_BRA_0_SC_229,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281975,unknown
DN591854H,F15,5953STDY8281976,HB46_V5_BRA_0_SC_230,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281976,unknown
DN591854H,G15,5953STDY8281977,HB46_V5_BRA_0_SC_231,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281977,unknown
DN591854H,H15,5953STDY8281978,HB46_V5_BRA_0_SC_232,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281978,unknown
DN591854H,I15,5953STDY8281979,HB46_V5_BRA_0_SC_233,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281979,unknown
DN591854H,J15,5953STDY8281980,HB46_V5_BRA_0_SC_234,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281980,unknown
DN591854H,K15,5953STDY8281981,HB46_V5_BRA_0_SC_235,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281981,unknown
DN591854H,L15,5953STDY8281982,HB46_V5_BRA_0_SC_236,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281982,unknown
DN591854H,M15,5953STDY8281983,HB46_V5_BRA_0_SC_237,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281983,unknown
DN591854H,N15,5953STDY8281984,HB46_V5_BRA_0_SC_238,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281984,unknown
DN591854H,O15,5953STDY8281985,HB46_V5_BRA_0_SC_239,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281985,unknown
DN591854H,P15,5953STDY8281986,HB46_V5_BRA_0_SC_240,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281986,unknown
DN591854H,A16,5953STDY8281987,HB46_V5_BRA_0_SC_241,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281987,unknown
DN591854H,B16,5953STDY8281988,HB46_V5_BRA_0_SC_242,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281988,unknown
DN591854H,C16,5953STDY8281989,HB46_V5_BRA_0_SC_243,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281989,unknown
DN591854H,D16,5953STDY8281990,HB46_V5_BRA_0_SC_244,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281990,unknown
DN591854H,E16,5953STDY8281991,HB46_V5_BRA_0_SC_245,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281991,unknown
DN591854H,F16,5953STDY8281992,HB46_V5_BRA_0_SC_246,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281992,unknown
DN591854H,G16,5953STDY8281993,HB46_V5_BRA_0_SC_247,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281993,unknown
DN591854H,H16,5953STDY8281994,HB46_V5_BRA_0_SC_248,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281994,unknown
DN591854H,I16,5953STDY8281995,HB46_V5_BRA_0_SC_249,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281995,unknown
DN591854H,J16,5953STDY8281996,HB46_V5_BRA_0_SC_250,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281996,unknown
DN591854H,K16,5953STDY8281997,HB46_V5_BRA_0_SC_251,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281997,unknown
DN591854H,L16,5953STDY8281998,HB46_V5_BRA_0_SC_252,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281998,unknown
DN591854H,M16,5953STDY8281999,HB46_V5_BRA_0_SC_253,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8281999,unknown
DN591854H,N16,5953STDY8282000,HB46_V5_BRA_0_SC_254,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282000,unknown
DN591854H,O16,5953STDY8282001,HB46_V5_BRA_0_SC_255,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282001,unknown
DN591854H,P16,5953STDY8282002,HB46_V5_BRA_0_SC_256,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282002,unknown
DN591854H,A17,5953STDY8282003,HB46_V5_BRA_0_SC_257,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282003,unknown
DN591854H,B17,5953STDY8282004,HB46_V5_BRA_0_SC_258,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282004,unknown
DN591854H,C17,5953STDY8282005,HB46_V5_BRA_0_SC_259,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282005,unknown
DN591854H,D17,5953STDY8282006,HB46_V5_BRA_0_SC_260,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282006,unknown
DN591854H,E17,5953STDY8282007,HB46_V5_BRA_0_SC_261,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282007,unknown
DN591854H,F17,5953STDY8282008,HB46_V5_BRA_0_SC_262,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282008,unknown
DN591854H,G17,5953STDY8282009,HB46_V5_BRA_0_SC_263,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282009,unknown
DN591854H,H17,5953STDY8282010,HB46_V5_BRA_0_SC_264,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282010,unknown
DN591854H,I17,5953STDY8282011,HB46_V5_BRA_0_SC_265,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282011,unknown
DN591854H,J17,5953STDY8282012,HB46_V5_BRA_0_SC_266,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282012,unknown
DN591854H,K17,5953STDY8282013,HB46_V5_BRA_0_SC_267,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282013,unknown
DN591854H,L17,5953STDY8282014,HB46_V5_BRA_0_SC_268,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282014,unknown
DN591854H,M17,5953STDY8282015,HB46_V5_BRA_0_SC_269,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282015,unknown
DN591854H,N17,5953STDY8282016,HB46_V5_BRA_0_SC_270,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282016,unknown
DN591854H,O17,5953STDY8282017,HB46_V5_BRA_0_SC_271,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282017,unknown
DN591854H,P17,5953STDY8282018,HB46_V5_BRA_0_SC_272,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282018,unknown
DN591854H,A18,5953STDY8282019,HB46_V5_BRA_0_SC_273,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282019,unknown
DN591854H,B18,5953STDY8282020,HB46_V5_BRA_0_SC_274,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282020,unknown
DN591854H,C18,5953STDY8282021,HB46_V5_BRA_0_SC_275,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282021,unknown
DN591854H,D18,5953STDY8282022,HB46_V5_BRA_0_SC_276,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282022,unknown
DN591854H,E18,5953STDY8282023,HB46_V5_BRA_0_SC_277,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282023,unknown
DN591854H,F18,5953STDY8282024,HB46_V5_BRA_0_SC_278,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282024,unknown
DN591854H,G18,5953STDY8282025,HB46_V5_BRA_0_SC_279,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282025,unknown
DN591854H,H18,5953STDY8282026,HB46_V5_BRA_0_SC_280,,,,,Unknown,,,,,,,,,,,,,,,,,9606,Human ,,,scRNA seq,,5953STDY8282026,unknown
